filepath,label
data\raw\african_elephant\african_elephant-0207.jpg,african_elephant
data\raw\african_elephant\african_elephant-0085.jpg,african_elephant
data\raw\african_elephant\african_elephant-0009.jpg,african_elephant
data\raw\african_elephant\african_elephant-0166.jpg,african_elephant
data\raw\african_elephant\african_elephant-0140.jpg,african_elephant
data\raw\african_elephant\african_elephant-0334.jpg,african_elephant
data\raw\african_elephant\african_elephant-0019.jpg,african_elephant
data\raw\african_elephant\african_elephant-0002.jpg,african_elephant
data\raw\african_elephant\african_elephant-0240.jpg,african_elephant
data\raw\african_elephant\african_elephant-0059.jpg,african_elephant
data\raw\african_elephant\african_elephant-0006.jpg,african_elephant
data\raw\african_elephant\african_elephant-0087.jpg,african_elephant
data\raw\african_elephant\african_elephant-0224.jpg,african_elephant
data\raw\african_elephant\african_elephant-0346.jpg,african_elephant
data\raw\african_elephant\african_elephant-0252.jpg,african_elephant
data\raw\african_elephant\african_elephant-0031.jpg,african_elephant
data\raw\african_elephant\african_elephant-0116.jpg,african_elephant
data\raw\african_elephant\african_elephant-0133.jpg,african_elephant
data\raw\african_elephant\african_elephant-0270.jpg,african_elephant
data\raw\african_elephant\african_elephant-0198.jpg,african_elephant
data\raw\african_elephant\african_elephant-0242.jpg,african_elephant
data\raw\african_elephant\african_elephant-0314.jpg,african_elephant
data\raw\african_elephant\african_elephant-0327.jpg,african_elephant
data\raw\african_elephant\african_elephant-0183.jpg,african_elephant
data\raw\african_elephant\african_elephant-0055.jpg,african_elephant
data\raw\african_elephant\african_elephant-0226.jpg,african_elephant
data\raw\african_elephant\african_elephant-0188.jpg,african_elephant
data\raw\african_elephant\african_elephant-0281.jpg,african_elephant
data\raw\african_elephant\african_elephant-0208.jpg,african_elephant
data\raw\african_elephant\african_elephant-0043.jpg,african_elephant
data\raw\african_elephant\african_elephant-0344.jpg,african_elephant
data\raw\african_elephant\african_elephant-0122.jpg,african_elephant
data\raw\african_elephant\african_elephant-0282.jpg,african_elephant
data\raw\african_elephant\african_elephant-0033.jpg,african_elephant
data\raw\african_elephant\african_elephant-0279.jpg,african_elephant
data\raw\african_elephant\african_elephant-0018.jpg,african_elephant
data\raw\african_elephant\african_elephant-0125.jpg,african_elephant
data\raw\african_elephant\african_elephant-0022.jpg,african_elephant
data\raw\african_elephant\african_elephant-0021.jpg,african_elephant
data\raw\african_elephant\african_elephant-0146.jpg,african_elephant
data\raw\african_elephant\african_elephant-0312.jpg,african_elephant
data\raw\african_elephant\african_elephant-0015.jpg,african_elephant
data\raw\african_elephant\african_elephant-0062.jpg,african_elephant
data\raw\african_elephant\african_elephant-0079.jpg,african_elephant
data\raw\african_elephant\african_elephant-0241.jpg,african_elephant
data\raw\african_elephant\african_elephant-0205.jpg,african_elephant
data\raw\african_elephant\african_elephant-0005.jpg,african_elephant
data\raw\african_elephant\african_elephant-0321.jpg,african_elephant
data\raw\african_elephant\african_elephant-0083.jpg,african_elephant
data\raw\african_elephant\african_elephant-0154.jpg,african_elephant
data\raw\african_elephant\african_elephant-0200.jpg,african_elephant
data\raw\african_elephant\african_elephant-0219.jpg,african_elephant
data\raw\african_elephant\african_elephant-0271.jpg,african_elephant
data\raw\african_elephant\african_elephant-0042.jpg,african_elephant
data\raw\african_elephant\african_elephant-0096.jpg,african_elephant
data\raw\african_elephant\african_elephant-0231.jpg,african_elephant
data\raw\african_elephant\african_elephant-0051.jpg,african_elephant
data\raw\african_elephant\african_elephant-0156.jpg,african_elephant
data\raw\african_elephant\african_elephant-0258.jpg,african_elephant
data\raw\african_elephant\african_elephant-0164.jpg,african_elephant
data\raw\african_elephant\african_elephant-0077.jpg,african_elephant
data\raw\african_elephant\african_elephant-0244.jpg,african_elephant
data\raw\african_elephant\african_elephant-0028.jpg,african_elephant
data\raw\african_elephant\african_elephant-0130.jpg,african_elephant
data\raw\african_elephant\african_elephant-0046.jpg,african_elephant
data\raw\african_elephant\african_elephant-0129.jpg,african_elephant
data\raw\african_elephant\african_elephant-0248.jpg,african_elephant
data\raw\african_elephant\african_elephant-0199.jpg,african_elephant
data\raw\african_elephant\african_elephant-0214.jpg,african_elephant
data\raw\african_elephant\african_elephant-0001.jpg,african_elephant
data\raw\african_elephant\african_elephant-0292.jpg,african_elephant
data\raw\african_elephant\african_elephant-0229.jpg,african_elephant
data\raw\african_elephant\african_elephant-0332.jpg,african_elephant
data\raw\african_elephant\african_elephant-0076.jpg,african_elephant
data\raw\african_elephant\african_elephant-0232.jpg,african_elephant
data\raw\african_elephant\african_elephant-0277.jpg,african_elephant
data\raw\african_elephant\african_elephant-0165.jpg,african_elephant
data\raw\african_elephant\african_elephant-0197.jpg,african_elephant
data\raw\african_elephant\african_elephant-0069.jpg,african_elephant
data\raw\african_elephant\african_elephant-0193.jpg,african_elephant
data\raw\african_elephant\african_elephant-0249.jpg,african_elephant
data\raw\african_elephant\african_elephant-0324.jpg,african_elephant
data\raw\african_elephant\african_elephant-0030.jpg,african_elephant
data\raw\african_elephant\african_elephant-0185.jpg,african_elephant
data\raw\african_elephant\african_elephant-0227.jpg,african_elephant
data\raw\african_elephant\african_elephant-0003.jpg,african_elephant
data\raw\african_elephant\african_elephant-0142.jpg,african_elephant
data\raw\african_elephant\african_elephant-0065.jpg,african_elephant
data\raw\african_elephant\african_elephant-0305.jpg,african_elephant
data\raw\african_elephant\african_elephant-0289.jpg,african_elephant
data\raw\african_elephant\african_elephant-0225.jpg,african_elephant
data\raw\african_elephant\african_elephant-0098.jpg,african_elephant
data\raw\african_elephant\african_elephant-0295.jpg,african_elephant
data\raw\african_elephant\african_elephant-0266.jpg,african_elephant
data\raw\african_elephant\african_elephant-0153.jpg,african_elephant
data\raw\african_elephant\african_elephant-0330.jpg,african_elephant
data\raw\african_elephant\african_elephant-0316.jpg,african_elephant
data\raw\african_elephant\african_elephant-0257.jpg,african_elephant
data\raw\african_elephant\african_elephant-0290.jpg,african_elephant
data\raw\african_elephant\african_elephant-0161.jpg,african_elephant
data\raw\african_elephant\african_elephant-0040.jpg,african_elephant
data\raw\african_elephant\african_elephant-0268.jpg,african_elephant
data\raw\african_elephant\african_elephant-0221.jpg,african_elephant
data\raw\african_elephant\african_elephant-0345.jpg,african_elephant
data\raw\african_elephant\african_elephant-0300.jpg,african_elephant
data\raw\african_elephant\african_elephant-0293.jpg,african_elephant
data\raw\african_elephant\african_elephant-0127.jpg,african_elephant
data\raw\african_elephant\african_elephant-0131.jpg,african_elephant
data\raw\african_elephant\african_elephant-0253.jpg,african_elephant
data\raw\african_elephant\african_elephant-0057.jpg,african_elephant
data\raw\african_elephant\african_elephant-0093.jpg,african_elephant
data\raw\african_elephant\african_elephant-0103.jpg,african_elephant
data\raw\alpaca\alpaca-0173.jpg,alpaca
data\raw\alpaca\alpaca-0314.jpg,alpaca
data\raw\alpaca\alpaca-0167.jpg,alpaca
data\raw\alpaca\alpaca-0119.jpg,alpaca
data\raw\alpaca\alpaca-0043.jpg,alpaca
data\raw\alpaca\alpaca-0292.jpg,alpaca
data\raw\alpaca\alpaca-0147.jpg,alpaca
data\raw\alpaca\alpaca-0313.jpg,alpaca
data\raw\alpaca\alpaca-0003.jpg,alpaca
data\raw\alpaca\alpaca-0017.jpg,alpaca
data\raw\alpaca\alpaca-0185.jpg,alpaca
data\raw\alpaca\alpaca-0011.jpg,alpaca
data\raw\alpaca\alpaca-0186.jpg,alpaca
data\raw\alpaca\alpaca-0322.jpg,alpaca
data\raw\alpaca\alpaca-0137.jpg,alpaca
data\raw\alpaca\alpaca-0326.jpg,alpaca
data\raw\alpaca\alpaca-0231.jpg,alpaca
data\raw\alpaca\alpaca-0056.jpg,alpaca
data\raw\alpaca\alpaca-0088.jpg,alpaca
data\raw\alpaca\alpaca-0243.jpg,alpaca
data\raw\alpaca\alpaca-0249.jpg,alpaca
data\raw\alpaca\alpaca-0178.jpg,alpaca
data\raw\alpaca\alpaca-0026.jpg,alpaca
data\raw\alpaca\alpaca-0139.jpg,alpaca
data\raw\alpaca\alpaca-0181.jpg,alpaca
data\raw\alpaca\alpaca-0062.jpg,alpaca
data\raw\alpaca\alpaca-0040.jpg,alpaca
data\raw\alpaca\alpaca-0315.jpg,alpaca
data\raw\alpaca\alpaca-0199.jpg,alpaca
data\raw\alpaca\alpaca-0257.jpg,alpaca
data\raw\alpaca\alpaca-0070.jpg,alpaca
data\raw\alpaca\alpaca-0020.jpg,alpaca
data\raw\alpaca\alpaca-0157.jpg,alpaca
data\raw\alpaca\alpaca-0258.jpg,alpaca
data\raw\alpaca\alpaca-0087.jpg,alpaca
data\raw\alpaca\alpaca-0294.jpg,alpaca
data\raw\alpaca\alpaca-0288.jpg,alpaca
data\raw\alpaca\alpaca-0265.jpg,alpaca
data\raw\alpaca\alpaca-0042.jpg,alpaca
data\raw\alpaca\alpaca-0195.jpg,alpaca
data\raw\alpaca\alpaca-0004.jpg,alpaca
data\raw\alpaca\alpaca-0183.jpg,alpaca
data\raw\alpaca\alpaca-0327.jpg,alpaca
data\raw\alpaca\alpaca-0215.jpg,alpaca
data\raw\alpaca\alpaca-0075.jpg,alpaca
data\raw\alpaca\alpaca-0047.jpg,alpaca
data\raw\alpaca\alpaca-0293.jpg,alpaca
data\raw\alpaca\alpaca-0281.jpg,alpaca
data\raw\alpaca\alpaca-0102.jpg,alpaca
data\raw\alpaca\alpaca-0203.jpg,alpaca
data\raw\alpaca\alpaca-0117.jpg,alpaca
data\raw\alpaca\alpaca-0192.jpg,alpaca
data\raw\alpaca\alpaca-0115.jpg,alpaca
data\raw\alpaca\alpaca-0015.jpg,alpaca
data\raw\alpaca\alpaca-0297.jpg,alpaca
data\raw\alpaca\alpaca-0009.jpg,alpaca
data\raw\alpaca\alpaca-0127.jpg,alpaca
data\raw\alpaca\alpaca-0035.jpg,alpaca
data\raw\alpaca\alpaca-0116.jpg,alpaca
data\raw\alpaca\alpaca-0162.jpg,alpaca
data\raw\alpaca\alpaca-0240.jpg,alpaca
data\raw\alpaca\alpaca-0250.jpg,alpaca
data\raw\alpaca\alpaca-0296.jpg,alpaca
data\raw\alpaca\alpaca-0037.jpg,alpaca
data\raw\alpaca\alpaca-0234.jpg,alpaca
data\raw\alpaca\alpaca-0082.jpg,alpaca
data\raw\alpaca\alpaca-0150.jpg,alpaca
data\raw\alpaca\alpaca-0031.jpg,alpaca
data\raw\alpaca\alpaca-0063.jpg,alpaca
data\raw\alpaca\alpaca-0096.jpg,alpaca
data\raw\alpaca\alpaca-0321.jpg,alpaca
data\raw\alpaca\alpaca-0230.jpg,alpaca
data\raw\alpaca\alpaca-0034.jpg,alpaca
data\raw\alpaca\alpaca-0107.jpg,alpaca
data\raw\alpaca\alpaca-0125.jpg,alpaca
data\raw\alpaca\alpaca-0269.jpg,alpaca
data\raw\alpaca\alpaca-0152.jpg,alpaca
data\raw\alpaca\alpaca-0071.jpg,alpaca
data\raw\alpaca\alpaca-0101.jpg,alpaca
data\raw\alpaca\alpaca-0065.jpg,alpaca
data\raw\alpaca\alpaca-0124.jpg,alpaca
data\raw\alpaca\alpaca-0233.jpg,alpaca
data\raw\alpaca\alpaca-0242.jpg,alpaca
data\raw\alpaca\alpaca-0168.jpg,alpaca
data\raw\alpaca\alpaca-0093.jpg,alpaca
data\raw\alpaca\alpaca-0252.jpg,alpaca
data\raw\alpaca\alpaca-0285.jpg,alpaca
data\raw\alpaca\alpaca-0095.jpg,alpaca
data\raw\alpaca\alpaca-0263.jpg,alpaca
data\raw\alpaca\alpaca-0301.jpg,alpaca
data\raw\alpaca\alpaca-0016.jpg,alpaca
data\raw\alpaca\alpaca-0123.jpg,alpaca
data\raw\alpaca\alpaca-0214.jpg,alpaca
data\raw\alpaca\alpaca-0266.jpg,alpaca
data\raw\alpaca\alpaca-0306.jpg,alpaca
data\raw\alpaca\alpaca-0226.jpg,alpaca
data\raw\alpaca\alpaca-0113.jpg,alpaca
data\raw\alpaca\alpaca-0330.jpg,alpaca
data\raw\alpaca\alpaca-0029.jpg,alpaca
data\raw\alpaca\alpaca-0161.jpg,alpaca
data\raw\alpaca\alpaca-0100.jpg,alpaca
data\raw\alpaca\alpaca-0014.jpg,alpaca
data\raw\alpaca\alpaca-0302.jpg,alpaca
data\raw\alpaca\alpaca-0097.jpg,alpaca
data\raw\alpaca\alpaca-0151.jpg,alpaca
data\raw\alpaca\alpaca-0196.jpg,alpaca
data\raw\alpaca\alpaca-0164.jpg,alpaca
data\raw\alpaca\alpaca-0277.jpg,alpaca
data\raw\alpaca\alpaca-0320.jpg,alpaca
data\raw\alpaca\alpaca-0232.jpg,alpaca
data\raw\alpaca\alpaca-0244.jpg,alpaca
data\raw\alpaca\alpaca-0159.jpg,alpaca
data\raw\alpaca\alpaca-0213.jpg,alpaca
data\raw\alpaca\alpaca-0256.jpg,alpaca
data\raw\alpaca\alpaca-0025.jpg,alpaca
data\raw\alpaca\alpaca-0241.jpg,alpaca
data\raw\alpaca\alpaca-0170.jpg,alpaca
data\raw\alpaca\alpaca-0143.jpg,alpaca
data\raw\alpaca\alpaca-0188.jpg,alpaca
data\raw\alpaca\alpaca-0316.jpg,alpaca
data\raw\alpaca\alpaca-0200.jpg,alpaca
data\raw\alpaca\alpaca-0246.jpg,alpaca
data\raw\alpaca\alpaca-0109.jpg,alpaca
data\raw\alpaca\alpaca-0228.jpg,alpaca
data\raw\alpaca\alpaca-0133.jpg,alpaca
data\raw\alpaca\alpaca-0274.jpg,alpaca
data\raw\alpaca\alpaca-0006.jpg,alpaca
data\raw\alpaca\alpaca-0247.jpg,alpaca
data\raw\alpaca\alpaca-0328.jpg,alpaca
data\raw\alpaca\alpaca-0177.jpg,alpaca
data\raw\alpaca\alpaca-0223.jpg,alpaca
data\raw\alpaca\alpaca-0166.jpg,alpaca
data\raw\alpaca\alpaca-0061.jpg,alpaca
data\raw\alpaca\alpaca-0024.jpg,alpaca
data\raw\alpaca\alpaca-0253.jpg,alpaca
data\raw\alpaca\alpaca-0132.jpg,alpaca
data\raw\alpaca\alpaca-0073.jpg,alpaca
data\raw\alpaca\alpaca-0272.jpg,alpaca
data\raw\alpaca\alpaca-0044.jpg,alpaca
data\raw\alpaca\alpaca-0261.jpg,alpaca
data\raw\alpaca\alpaca-0191.jpg,alpaca
data\raw\alpaca\alpaca-0305.jpg,alpaca
data\raw\alpaca\alpaca-0144.jpg,alpaca
data\raw\alpaca\alpaca-0114.jpg,alpaca
data\raw\alpaca\alpaca-0120.jpg,alpaca
data\raw\alpaca\alpaca-0304.jpg,alpaca
data\raw\alpaca\alpaca-0175.jpg,alpaca
data\raw\alpaca\alpaca-0309.jpg,alpaca
data\raw\alpaca\alpaca-0074.jpg,alpaca
data\raw\alpaca\alpaca-0310.jpg,alpaca
data\raw\alpaca\alpaca-0268.jpg,alpaca
data\raw\alpaca\alpaca-0141.jpg,alpaca
data\raw\alpaca\alpaca-0163.jpg,alpaca
data\raw\alpaca\alpaca-0078.jpg,alpaca
data\raw\alpaca\alpaca-0318.jpg,alpaca
data\raw\alpaca\alpaca-0045.jpg,alpaca
data\raw\alpaca\alpaca-0238.jpg,alpaca
data\raw\alpaca\alpaca-0267.jpg,alpaca
data\raw\alpaca\alpaca-0332.jpg,alpaca
data\raw\alpaca\alpaca-0033.jpg,alpaca
data\raw\alpaca\alpaca-0290.jpg,alpaca
data\raw\alpaca\alpaca-0275.jpg,alpaca
data\raw\alpaca\alpaca-0104.jpg,alpaca
data\raw\alpaca\alpaca-0325.jpg,alpaca
data\raw\alpaca\alpaca-0298.jpg,alpaca
data\raw\alpaca\alpaca-0262.jpg,alpaca
data\raw\alpaca\alpaca-0130.jpg,alpaca
data\raw\alpaca\alpaca-0278.jpg,alpaca
data\raw\alpaca\alpaca-0032.jpg,alpaca
data\raw\alpaca\alpaca-0194.jpg,alpaca
data\raw\alpaca\alpaca-0160.jpg,alpaca
data\raw\alpaca\alpaca-0207.jpg,alpaca
data\raw\alpaca\alpaca-0287.jpg,alpaca
data\raw\alpaca\alpaca-0216.jpg,alpaca
data\raw\alpaca\alpaca-0111.jpg,alpaca
data\raw\alpaca\alpaca-0094.jpg,alpaca
data\raw\alpaca\alpaca-0051.jpg,alpaca
data\raw\alpaca\alpaca-0248.jpg,alpaca
data\raw\alpaca\alpaca-0299.jpg,alpaca
data\raw\alpaca\alpaca-0245.jpg,alpaca
data\raw\alpaca\alpaca-0134.jpg,alpaca
data\raw\alpaca\alpaca-0001.jpg,alpaca
data\raw\alpaca\alpaca-0193.jpg,alpaca
data\raw\alpaca\alpaca-0264.jpg,alpaca
data\raw\alpaca\alpaca-0012.jpg,alpaca
data\raw\alpaca\alpaca-0273.jpg,alpaca
data\raw\alpaca\alpaca-0049.jpg,alpaca
data\raw\alpaca\alpaca-0148.jpg,alpaca
data\raw\alpaca\alpaca-0099.jpg,alpaca
data\raw\alpaca\alpaca-0205.jpg,alpaca
data\raw\alpaca\alpaca-0283.jpg,alpaca
data\raw\alpaca\alpaca-0156.jpg,alpaca
data\raw\alpaca\alpaca-0197.jpg,alpaca
data\raw\alpaca\alpaca-0317.jpg,alpaca
data\raw\alpaca\alpaca-0270.jpg,alpaca
data\raw\alpaca\alpaca-0089.jpg,alpaca
data\raw\alpaca\alpaca-0112.jpg,alpaca
data\raw\alpaca\alpaca-0153.jpg,alpaca
data\raw\alpaca\alpaca-0295.jpg,alpaca
data\raw\alpaca\alpaca-0236.jpg,alpaca
data\raw\alpaca\alpaca-0323.jpg,alpaca
data\raw\alpaca\alpaca-0149.jpg,alpaca
data\raw\alpaca\alpaca-0046.jpg,alpaca
data\raw\alpaca\alpaca-0286.jpg,alpaca
data\raw\alpaca\alpaca-0030.jpg,alpaca
data\raw\alpaca\alpaca-0008.jpg,alpaca
data\raw\alpaca\alpaca-0218.jpg,alpaca
data\raw\alpaca\alpaca-0138.jpg,alpaca
data\raw\alpaca\alpaca-0174.jpg,alpaca
data\raw\alpaca\alpaca-0282.jpg,alpaca
data\raw\alpaca\alpaca-0131.jpg,alpaca
data\raw\alpaca\alpaca-0165.jpg,alpaca
data\raw\alpaca\alpaca-0229.jpg,alpaca
data\raw\alpaca\alpaca-0291.jpg,alpaca
data\raw\alpaca\alpaca-0198.jpg,alpaca
data\raw\alpaca\alpaca-0018.jpg,alpaca
data\raw\alpaca\alpaca-0072.jpg,alpaca
data\raw\alpaca\alpaca-0085.jpg,alpaca
data\raw\alpaca\alpaca-0103.jpg,alpaca
data\raw\alpaca\alpaca-0050.jpg,alpaca
data\raw\alpaca\alpaca-0169.jpg,alpaca
data\raw\alpaca\alpaca-0007.jpg,alpaca
data\raw\alpaca\alpaca-0280.jpg,alpaca
data\raw\alpaca\alpaca-0059.jpg,alpaca
data\raw\alpaca\alpaca-0254.jpg,alpaca
data\raw\alpaca\alpaca-0204.jpg,alpaca
data\raw\alpaca\alpaca-0211.jpg,alpaca
data\raw\alpaca\alpaca-0079.jpg,alpaca
data\raw\alpaca\alpaca-0090.jpg,alpaca
data\raw\alpaca\alpaca-0118.jpg,alpaca
data\raw\alpaca\alpaca-0210.jpg,alpaca
data\raw\alpaca\alpaca-0329.jpg,alpaca
data\raw\alpaca\alpaca-0057.jpg,alpaca
data\raw\american_bison\american_bison-0279.jpg,american_bison
data\raw\american_bison\american_bison-0213.jpg,american_bison
data\raw\american_bison\american_bison-0025.jpg,american_bison
data\raw\american_bison\american_bison-0281.jpg,american_bison
data\raw\american_bison\american_bison-0167.jpg,american_bison
data\raw\american_bison\american_bison-0179.jpg,american_bison
data\raw\american_bison\american_bison-0242.jpg,american_bison
data\raw\american_bison\american_bison-0074.jpg,american_bison
data\raw\american_bison\american_bison-0101.jpg,american_bison
data\raw\american_bison\american_bison-0009.jpg,american_bison
data\raw\american_bison\american_bison-0278.jpg,american_bison
data\raw\american_bison\american_bison-0247.jpg,american_bison
data\raw\american_bison\american_bison-0054.jpg,american_bison
data\raw\american_bison\american_bison-0338.jpg,american_bison
data\raw\american_bison\american_bison-0083.jpg,american_bison
data\raw\american_bison\american_bison-0343.jpg,american_bison
